"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2490","RT @thefield_in: .@geniebouchard keeps her word, goes on a blind date with student who bet on #SuperBowl result https://t.co/6jEUg5QgQq htt‚Ä¶",FALSE,0,NA,2017-02-17 10:23:33,FALSE,NA,"832535951889068036",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","scroll_in",5,TRUE,FALSE,NA,NA
"2491","have you familiarised yourself with the current @WorldRugby7s standings of late?
#SuperBowl https://t.co/0gxaQOMW7T",FALSE,0,NA,2017-02-17 10:22:28,FALSE,NA,"832535681146712064",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","CoachMaik",0,FALSE,FALSE,NA,NA
"2492","RT @bigEswallz: Crowley's spear drop was even better than Lady Gaga's at the #SuperBowl. #micdrop #supernatural @Mark_Sheppard",FALSE,0,NA,2017-02-17 10:22:10,FALSE,NA,"832535604004954112",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","itsmeliaa",102,TRUE,FALSE,NA,NA
"2493","Best ads of the #superbowl all in one place, without being interrupted by pesky football...
#marketing #NFL‚Ä¶ https://t.co/eCTdI0l2Po",FALSE,0,NA,2017-02-17 10:21:13,TRUE,NA,"832535364564819968",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","AngleStudios",0,FALSE,FALSE,NA,NA
"2494","Science Expert Kevin Delaney Lights Jimmy Fallon ... https://t.co/pILDxOLzWt #firefan #NFL #sports #games #superbowl https://t.co/63xLFydzoi",FALSE,0,NA,2017-02-17 10:20:10,FALSE,NA,"832535103033208832",NA,"<a href=\"http://www.staged.com\" rel=\"nofollow\">Staged Marketing Toolsuite</a>","medicus2017",0,FALSE,FALSE,NA,NA
"2495","RT @CIPR_UK: #SuperBowl ads always attract a huge amount of attention, but can #PR maximise the return? Latest from @CWanjiku1 https://t.co‚Ä¶",FALSE,0,NA,2017-02-17 10:19:45,FALSE,NA,"832534994216173568",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","CWanjiku1",2,TRUE,FALSE,NA,NA
"2496","RT @AlbumsUSA: BEST #SuperBowl¬†#HalfTimeShow by a female artist

RT for #KatyPerry¬†in 2015
Like for #Beyonce in 2013 https://t.co/zR1pyibVIZ",FALSE,0,NA,2017-02-17 10:16:54,FALSE,NA,"832534280089710592",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","RobinsonHendra",158,TRUE,FALSE,NA,NA
"2497","RT @GayTimesMag: Lady Gaga‚Äôs leaked isolated vocals from the #SuperBowl are fierce.

https://t.co/RWKGj2pjI5 https://t.co/TlDDZuIyHx",FALSE,0,NA,2017-02-17 10:15:53,FALSE,NA,"832534024924958720",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","lovelyzyzy01",39,TRUE,FALSE,NA,NA
"2498","#Tecnologia usada no #SuperBowl prova que o futuro j√° chegou #RealidadeVirtual https://t.co/gefD2ghkUL https://t.co/g9i8Ex0VTw",FALSE,0,NA,2017-02-17 10:15:12,FALSE,NA,"832533852115595264",NA,"<a href=\"http://www.hootsuite.com\" rel=\"nofollow\">Hootsuite</a>","EquipNetBR",0,FALSE,FALSE,NA,NA
"2499","Los anuncios de hoy de antes de dar la sentencia de N√≥os de @DebatAlRojoVivo y @mananascuatro son m√°s caros que los de la #SuperBowl",FALSE,1,NA,2017-02-17 10:14:52,FALSE,NA,"832533768292425729",NA,"<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","Dramonator",0,FALSE,FALSE,NA,NA
"2500","RT @zesty_patriots: Atlanta‚Äôs SweetWater Releases Patriot Beer, Makes Good on #SuperBowl Bet https://t.co/NP08xsy8Ys https://t.co/8jh0Cki1lc",FALSE,0,NA,2017-02-17 10:14:28,FALSE,NA,"832533664542101504",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","SteveMelanson1",1,TRUE,FALSE,NA,NA
"2501","RT @GopalaDavies: #JesseEisenberg

#Actor #Director
https://t.co/jrgNd83ms8
https://t.co/4gJapT4vYI 
 
TT: #MondayMotivation #SuperBowl #Ga‚Ä¶",FALSE,0,NA,2017-02-17 10:13:26,FALSE,NA,"832533407905173508",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","adorablejesse_",1,TRUE,FALSE,NA,NA
"2502","#NFL #MVP 2016 Clear Vision Rivals GOLD 18/29 Brett Favre Vikings - #AaronRodgers #Packers https://t.co/3ILcYZmXYu‚Ä¶ https://t.co/fUkMFTOtcz",FALSE,0,NA,2017-02-17 10:13:19,TRUE,NA,"832533376808542209",NA,"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>","Myong_Wisley",0,FALSE,FALSE,NA,NA
"2503","#SuperBowl Dining Hall recaps Super Bowl performance - Scarlet and Black: Dining Hall‚Ä¶ https://t.co/6wh33mjKdy",FALSE,0,NA,2017-02-17 10:12:07,FALSE,NA,"832533076773318657",NA,"<a href=\"http://www.google.com/\" rel=\"nofollow\">Google</a>","opennViral",0,FALSE,FALSE,NA,NA
"2504","La mansi√≥n en la que Lady Gaga se aloj√≥ durante la #Superbowl, una masi√≥n de 20 mill.de d√≥lares. Echa un vistazo:‚Ä¶ https://t.co/qckQzPm3aY",FALSE,0,NA,2017-02-17 10:10:04,TRUE,NA,"832532559150141442",NA,"<a href=\"http://www.zoomsphere.com/\" rel=\"nofollow\">ZoomSphere site</a>","ElleDecorationE",0,FALSE,FALSE,NA,NA
"2505","RT @JenaC2: Here comes Super Bowl Sunday 2017!! Ì†ΩÌ∞∂Ì†ºÌøàÌ†ºÌºÆÌ†ºÌº≠Ì†ºÌΩïÌ†ºÌΩøÌ†ºÌΩóÌ†ºÌΩ∫Ì†ºÌºé #Superbowl Ì†ΩÌ∞∂Ì†ºÌøàÌ†ΩÌ∞∂Ì†ºÌøàÌ†ΩÌ∞∂Ì†ºÌøà‚ù§Ô∏è https://t.co/ydhsEkm2Tn",FALSE,0,NA,2017-02-17 10:09:23,FALSE,NA,"832532387607224320",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","kQsWaLkfQVjzxCu",1546,TRUE,FALSE,NA,NA
"2506","NFL Denver Broncos DENVER BRONCOS Super Bowl 50 Champions Acrylic... - https://t.co/uvKxM9KRes #SB50 #NFL #SuperBowl https://t.co/FJv5Fmoxei",FALSE,0,NA,2017-02-17 10:08:59,FALSE,NA,"832532285249429504",NA,"<a href=\"http://www.rssground.com/\" rel=\"nofollow\">RSSGround</a>","RSSDealFeeds",0,FALSE,FALSE,NA,NA
"2507","If it doesn‚Äôt work out, time to work out. New #Blog article: #SuperBowl Review ‚Äì part 2. https://t.co/n23oMFCxzr   #Peace",FALSE,0,NA,2017-02-17 10:08:29,FALSE,NA,"832532160150118400",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Gino_Arcaro",0,FALSE,FALSE,NA,NA
"2508","RT @TheRock: \"You don't get to say that, you're just tan\" ~ Mitch 

Our new #SuperBowl spot. Enjoy! #Baywatch MAY 26th Ì†ΩÌ¥• https://t.co/AKXTg‚Ä¶",FALSE,0,NA,2017-02-17 10:08:05,FALSE,NA,"832532061541904384",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","AvianeyTerlaje",1557,TRUE,FALSE,NA,NA
"2509","RT @thebestofmarvel: NEW GUARDIANS OF THE GALAXY TEASER #GotGVol2 #SuperBowl  https://t.co/Wmu3zOTyi6",FALSE,0,NA,2017-02-17 10:04:08,FALSE,NA,"832531066002907136",NA,"<a href=\"https://www.rehashtag.com\" rel=\"nofollow\">RehashtagApp</a>","blm03",1058,TRUE,FALSE,NA,NA
"2510","RT @dinahjane97: Lowkey wishing I was at the #SuperBowl game! I'm happy that .@NormaniKordei is there living it up for the both of us!!! Ì†ºÌøàÌ†ºÌøà",FALSE,0,NA,2017-02-17 10:04:03,FALSE,NA,"832531046977642496",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","guh5h",8944,TRUE,FALSE,NA,NA
"2511","RT @Joke_Jaith: ‡∏ï‡∏≠‡∏ô‡πÅ‡∏£‡∏Å‡∏ó‡∏µ‡πà‡πÄ‡∏´‡πá‡∏ô‡∏ó‡πâ‡∏≠‡∏á‡∏ü‡πâ‡∏≤‡πÄ‡∏õ‡πá‡∏ô‡∏õ‡∏£‡∏∞‡∏Å‡∏≤‡∏¢‡∏ß‡∏¥‡∏ö‡∏ß‡∏±‡∏ö ‡πÅ‡∏•‡∏∞‡πÄ‡∏õ‡πá‡∏ô‡∏£‡∏π‡∏õ‡∏ò‡∏á‡∏ä‡∏≤‡∏ï‡∏¥‡∏™‡∏´‡∏£‡∏±‡∏ê‡∏ô‡∏∂‡∏Å‡∏ß‡πà‡∏≤‡πÉ‡∏ä‡πâ‡∏ã‡∏µ‡∏à‡∏µ‡∏ó‡∏≥ ‡∏õ‡∏£‡∏≤‡∏Å‡∏è‡∏ß‡πà‡∏≤‡∏°‡∏±‡∏ô‡∏Ñ‡∏∑‡∏≠ ‡πÇ‡∏î‡∏£‡∏ô ‡∏à‡∏≥‡∏ô‡∏ß‡∏ô 300 ‡∏•‡∏≥!!! #Superbowl ht‚Ä¶",FALSE,0,NA,2017-02-17 10:03:51,FALSE,NA,"832530994905309184",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","mizxye",11137,TRUE,FALSE,NA,NA
"2512","RT @GeeksOfColor: New Guardians of the Galaxy TV spot! #GotGVol2 #SuperBowl  https://t.co/zZlwlz0uPd",FALSE,0,NA,2017-02-17 10:02:08,FALSE,NA,"832530564758458368",NA,"<a href=\"https://www.rehashtag.com\" rel=\"nofollow\">RehashtagApp</a>","blm03",523,TRUE,FALSE,NA,NA
"2513","Atlanta Brewery Makes Good On #SuperBowl Bet, Releases Patriots #PaleAle https://t.co/LOHu0R7awX https://t.co/kiL83MLwkU",FALSE,2,NA,2017-02-17 10:02:03,FALSE,NA,"832530540267962368",NA,"<a href=\"http://zestynetwork.com\" rel=\"nofollow\">Zesty Tweet</a>","zesty_patriots",0,FALSE,FALSE,NA,NA
"2514","RT @WorldStarFunny: The halftime show everybody really wants to see. Ì†ΩÌ∏Ç

#SuperBowl  https://t.co/R36tf9sPhq",FALSE,0,NA,2017-02-17 10:01:55,FALSE,NA,"832530506558251008",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","AlexisArtistry",1933,TRUE,FALSE,NA,NA
"2515","Infographic #Superbowl research for viewing patterns. Facebook to win the #SMM viewing game https://t.co/WxtNpnXihz",FALSE,0,NA,2017-02-17 10:01:42,FALSE,NA,"832530451763965952",NA,"<a href=\"http://www.tweetjukebox.com\" rel=\"nofollow\">Tweet Jukebox</a>","vamsi457",0,FALSE,FALSE,NA,NA
"2516","RT @go90Sports: The halftime show everybody really wants to see. Ì†ΩÌ∏Ç

#SuperBowl https://t.co/LDGADsEV9e",FALSE,0,NA,2017-02-17 10:01:24,FALSE,NA,"832530379978321921",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","ThayerCasey",12232,TRUE,FALSE,NA,NA
"2517","RT @500px: We're getting ready for the #SuperBowl! View our latest post on what it's like to be a photographer for a #NFL team. https://t.c‚Ä¶",FALSE,0,NA,2017-02-17 10:00:06,FALSE,NA,"832530052206194688",NA,"<a href=\"https://www.landespressedienst.de\" rel=\"nofollow\">LPD-TweetMachine</a>","LandPressDienst",98,TRUE,FALSE,NA,NA
"2518","Social Start Now. https://t.co/9s9PwLrgUM #wsj #pennystocks #bloomberg #superbowl #drivetraffic #marketing #business @socialstartnow #media",FALSE,1,NA,2017-02-17 10:00:01,FALSE,NA,"832530028499988481",NA,"<a href=\"http://sproutsocial.com\" rel=\"nofollow\">Sprout Social</a>","socialstocksnow",0,FALSE,FALSE,NA,NA
"2519","RT @Milk_Lunch: I keep expecting to find out Lady Gaga is just another persona of Marilyn Manson.
#SuperBowl #PepsiHalftime",FALSE,0,NA,2017-02-17 09:59:04,FALSE,NA,"832529789311401984",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","JoACantu",3,TRUE,FALSE,NA,NA
"2520","RT @500px: We're getting ready for the #SuperBowl! View our latest post on what it's like to be a photographer for a #NFL team. https://t.c‚Ä¶",FALSE,0,NA,2017-02-17 09:58:17,FALSE,NA,"832529593449984000",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","clickgianluca",98,TRUE,FALSE,NA,NA
"2521","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let‚Äôs go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-17 09:57:49,FALSE,NA,"832529476168790016",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","barbieforjustin",64346,TRUE,FALSE,NA,NA
"2522","RT @500px: We're getting ready for the #SuperBowl! View our latest post on what it's like to be a photographer for a #NFL team. https://t.c‚Ä¶",FALSE,0,NA,2017-02-17 09:57:27,FALSE,NA,"832529383344701440",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","M1Swarens",98,TRUE,FALSE,NA,NA
"2523","RT @RockRt66: +1  #NEW  #MUSIC #VIDEO #NOWPLAYING #NP   #SuperBowl  #SB51  #SWISSMUSICAWARDS
https://t.co/1oOSb0THxz",FALSE,0,NA,2017-02-17 09:57:21,FALSE,NA,"832529359151964162",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","DoubleDeucez",1,TRUE,FALSE,NA,NA
"2524","+1  #NEW  #MUSIC #VIDEO #NOWPLAYING #NP   #SuperBowl  #SB51  #SWISSMUSICAWARDS
https://t.co/1oOSb0THxz",FALSE,0,NA,2017-02-17 09:56:29,FALSE,NA,"832529142658760704",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","RockRt66",1,FALSE,FALSE,NA,NA
"2525","RT @MJS_LLC: \"Desperate Command\", a @MJS_LLC Production.  Check Out Our Film Funding Campaign and PLEASE SUPPORT US. #Superbowl https://t.c‚Ä¶",FALSE,0,NA,2017-02-17 09:56:14,FALSE,NA,"832529080046256128",NA,"<a href=\"https://github.com/\" rel=\"nofollow\">FilmProd Auto</a>","FilmProdBot",6,TRUE,FALSE,NA,NA
"2526","#NFL #MVP LOT OF 16 #AaronRodgers CARDS #GreenBay #Packers https://t.co/2qeDSaF3C3 #SuperBowl #Forsale https://t.co/swbQC6UILd",FALSE,0,NA,2017-02-17 09:55:18,FALSE,NA,"832528841327284224",NA,"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>","Myong_Wisley",0,FALSE,FALSE,NA,NA
"2527","RT @GeorgeBakhos1: Genie Bouchard says she‚Äôll go on a 2nd date with Twitter fan who wonthe #Superbowl long shot bet when falcons led 28-3
T‚Ä¶",FALSE,0,NA,2017-02-17 09:54:44,FALSE,NA,"832528700772143108",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TennisKojak",3,TRUE,FALSE,NA,NA
"2528","#ElSuenoDelPibe @geniebouchard cumpli√≥ apuesta con el seguidor que le apost√≥ durante el #SuperBowl Te la presento https://t.co/ohb7Zh8UDb",FALSE,1,NA,2017-02-17 09:53:59,FALSE,NA,"832528512032636928",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","Pettiti",0,FALSE,FALSE,NA,NA
"2529","Sign Up to #SportsBetting Click Here&gt; https://t.co/JDpqL0PBPC #superbowl #gobeavs #knicks https://t.co/aaEGdIjMGF",FALSE,0,NA,2017-02-17 09:53:43,FALSE,NA,"832528444290433025",NA,"<a href=\"https://www.socialoomph.com\" rel=\"nofollow\">SocialOomph</a>","AmericaBets",0,FALSE,FALSE,NA,NA
"2530","RT @kayleighmcenany: Absolutely amazing @Hyundai commercial, honoring our troops and hosting their families at the #SuperBowl",FALSE,0,NA,2017-02-17 09:52:59,FALSE,NA,"832528258935771136",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","KellyWicker6",435,TRUE,FALSE,NA,NA
"2531","Genie Bouchard says she‚Äôll go on a 2nd date with Twitter fan who wonthe #Superbowl long shot bet when falcons led 2‚Ä¶ https://t.co/6gsDhlSopf",FALSE,10,NA,2017-02-17 09:52:55,TRUE,NA,"832528243261468672",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","GeorgeBakhos1",3,FALSE,FALSE,NA,NA
"2532","RT @TheBarleyMen: #SuperBowl the games afoot, what are you all drinking? #beer #craftbeer #gopats",FALSE,0,NA,2017-02-17 09:50:52,FALSE,NA,"832527725759954944",NA,"<a href=\"https://github.com/\" rel=\"nofollow\">EPO Automate</a>","EnterPlayer1",5,TRUE,FALSE,NA,NA
"2533","RT @VeraFarmiga: #SuperBowl https://t.co/BzliH20Sf0",FALSE,0,NA,2017-02-17 09:50:15,FALSE,NA,"832527574228226048",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","so_shinyandnew",323,TRUE,FALSE,NA,NA
"2534","RT @JenaC2: Here comes Super Bowl Sunday 2017!! Ì†ΩÌ∞∂Ì†ºÌøàÌ†ºÌºÆÌ†ºÌº≠Ì†ºÌΩïÌ†ºÌΩøÌ†ºÌΩóÌ†ºÌΩ∫Ì†ºÌºé #Superbowl Ì†ΩÌ∞∂Ì†ºÌøàÌ†ΩÌ∞∂Ì†ºÌøàÌ†ΩÌ∞∂Ì†ºÌøà‚ù§Ô∏è https://t.co/ydhsEkm2Tn",FALSE,0,NA,2017-02-17 09:50:07,FALSE,NA,"832527540501635073",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","GlorySociety",1546,TRUE,FALSE,NA,NA
"2535","RT @Kolly24x7: #PiratesoftheCaribbean  #PiratesOfTheCaribbeanDeadMenTellNoTales #SuperBowl Trailer https://t.co/l1wkv6qksv",FALSE,0,NA,2017-02-17 09:50:07,FALSE,NA,"832527537750224896",NA,"<a href=\"https://www.rehashtag.com\" rel=\"nofollow\">RehashtagApp</a>","blm03",4,TRUE,FALSE,NA,NA
"2536","RT @RockRt66: #NEW  #MUSIC #VIDEO #NOWPLAYING #NP   #SuperBowl  #SB51  #SWISSMUSICAWARDS
https://t.co/36APtsczpd",FALSE,0,NA,2017-02-17 09:49:05,FALSE,NA,"832527278986895361",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","DoubleDeucez",1,TRUE,FALSE,NA,NA
"2537","#NEW  #MUSIC #VIDEO #NOWPLAYING #NP   #SuperBowl  #SB51  #SWISSMUSICAWARDS
https://t.co/36APtsczpd",FALSE,0,NA,2017-02-17 09:48:38,FALSE,NA,"832527165883314176",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","RockRt66",1,FALSE,FALSE,NA,NA
"2538","RT @ruben_linde: Dig√°is lo que dig√°is, nada como la #SuperBowl de 2002. https://t.co/xCmhYbcFQu",FALSE,0,NA,2017-02-17 09:47:57,FALSE,NA,"832526991421214724",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","malu_chenoa",307,TRUE,FALSE,NA,NA
"2539","RT @HomoNoBro: This is literally me every time i watch Lady Gaga's #SuperBowl Halftime Performance..Ì†ΩÌ∏Ç https://t.co/XnAL1cB7h3",FALSE,0,NA,2017-02-17 09:46:25,FALSE,NA,"832526606270767104",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","born2lubbs",45,TRUE,FALSE,NA,NA
"2540","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let‚Äôs go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-17 09:46:25,FALSE,NA,"832526606031867904",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","eatingisfabv",64346,TRUE,FALSE,NA,NA
"2541","RT @AlbumsUSA: What Female Artist would be the Best for the next #SuperBowl 52 #HalfTimeShow in 2018?

#Swifties
#BritneyArmy
#RIHANNANAVY‚Ä¶",FALSE,0,NA,2017-02-17 09:46:05,FALSE,NA,"832526522074464256",NA,"<a href=\"http://www.echofon.com/\" rel=\"nofollow\">Echofon</a>","xBritneyJS",169,TRUE,FALSE,NA,NA
"2542","RT @EASPORTS_MUT: Ì†ΩÌ∞ê@JerryRice #SuperBowl https://t.co/X7HkasVNdW",FALSE,0,NA,2017-02-17 09:45:44,FALSE,NA,"832526435285946369",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Dj_EV7",4801,TRUE,FALSE,NA,NA
"2543","RT @HausOfDylann: Check out @carlosgzz03's amazing Artwork of Lady Gaga @ the #SuperBowl and #Grammys! You need to see this monsters incred‚Ä¶",FALSE,0,NA,2017-02-17 09:45:26,FALSE,NA,"832526360329412609",NA,"<a href=\"http://www.tweetcaster.com\" rel=\"nofollow\">TweetCaster for Android</a>","WonsoWonso",20,TRUE,FALSE,NA,NA
"2544","RT @EASPORTS_MUT: Super Bowl LI MVP Tom Brady! The best QB of all time? #SuperBowl https://t.co/5Q0tpac12v",FALSE,0,NA,2017-02-17 09:45:23,FALSE,NA,"832526349587869697",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","Dj_EV7",952,TRUE,FALSE,NA,NA
"2545","#TerranceWest eyes 1,000-yard season, #SuperBowl victory https://t.co/xqGLb4GouF https://t.co/Hzh8KjfRPo",FALSE,0,NA,2017-02-17 09:45:09,FALSE,NA,"832526289743519744",NA,"<a href=\"http://zestynews.com\" rel=\"nofollow\">Zesty Ravens Tweets</a>","zesty_ravens",0,FALSE,FALSE,NA,NA
"2546","RT @JSCarneiroSAGE: Grandes eventos trazendo inspira√ß√µes para empreendedores! #SuperBowl https://t.co/G3eXNkj1EH",FALSE,0,NA,2017-02-17 09:44:23,FALSE,NA,"832526096725852162",NA,"<a href=\"http://app.sociabble.com\" rel=\"nofollow\">SociabbleApp</a>","mari_amarques",3,TRUE,FALSE,NA,NA
"2547","Auf gut bayerisch: So a Hundling! @SPORT1 #Bouchard #Date #Tennis #SuperBowl https://t.co/uX8DwRRpgh",FALSE,0,NA,2017-02-17 09:43:57,FALSE,NA,"832525988256952320",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","MichaelPrieler",0,FALSE,FALSE,NA,NA
"2548","VIDEO: #Telephone #SuperBowl #GagaHalfTime #GagaEmbodier #LivinLaVidaJudy ¬∞¬∞ @TheRageWeHo https://t.co/huCo6SungW https://t.co/yOW9lXH1ks",FALSE,3,NA,2017-02-17 09:43:22,FALSE,NA,"832525841389154304",NA,"<a href=\"http://www.gaywesthollywood.com\" rel=\"nofollow\">Gay West Hollywood</a>","GayWeHo",0,FALSE,FALSE,NA,NA
"2549","#superbowl porn on comcast free amateurforum https://t.co/xu6s6PeJrY",FALSE,0,NA,2017-02-17 09:42:40,FALSE,NA,"832525665043886080",NA,"<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","infantata",0,FALSE,FALSE,NA,NA
"2550","RT @DsEizo: #Israel bombardiert #Gaza! #Frauen und #Kinder sterben wie immer? Egal, die Welt schaut sich lieber #SuperBowl an......   #Gazz‚Ä¶",FALSE,0,NA,2017-02-17 09:42:29,FALSE,NA,"832525617836990465",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","DsEizo",3,TRUE,FALSE,NA,NA
"2551","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let‚Äôs go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-17 09:42:10,FALSE,NA,"832525537646108677",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","TasimRx",64346,TRUE,FALSE,NA,NA
"2552","RT @JSCarneiroSAGE: Grandes eventos trazendo inspira√ß√µes para empreendedores! #SuperBowl https://t.co/G3eXNkj1EH",FALSE,0,NA,2017-02-17 09:41:28,FALSE,NA,"832525363808968704",NA,"<a href=\"http://app.sociabble.com\" rel=\"nofollow\">SociabbleApp</a>","brunoshura",3,TRUE,FALSE,NA,NA
"2553","RT @HausOfDylann: Check out @carlosgzz03's amazing Artwork of Lady Gaga @ the #SuperBowl and #Grammys! You need to see this monsters incred‚Ä¶",FALSE,0,NA,2017-02-17 09:38:56,FALSE,NA,"832524724194340864",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","dle1712",20,TRUE,FALSE,NA,NA
"2554","#NFL #MVP #AaronRodgers 2005 Press Pass SE Gold RC PSA 8 https://t.co/TWKE6INcQh #SuperBowl #Forsale https://t.co/xddubg4Ws7",FALSE,0,NA,2017-02-17 09:38:20,FALSE,NA,"832524574549872640",NA,"<a href=\"https://dlvrit.com/\" rel=\"nofollow\">dlvr.it</a>","Myong_Wisley",0,FALSE,FALSE,NA,NA
"2555","RT @justinbieber: My #SuperBowl commercial w/ @TMobile. Let‚Äôs go!! Let me see those #UnlimitedMoves https://t.co/J3YYPkR9nw",FALSE,0,NA,2017-02-17 09:38:04,FALSE,NA,"832524506606485504",NA,"<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","TililiaAnderden",64346,TRUE,FALSE,NA,NA
"2556","RT @MileenaKianiCWH: Taking a break from @CamWithHer and watching the #SuperBowl Ì†ºÌøà What team are you cheering for? https://t.co/AhWMvlMVWG",FALSE,0,NA,2017-02-17 09:37:12,FALSE,NA,"832524287697383425",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","Cardiff1978",6,TRUE,FALSE,NA,NA
"2557","RT @reformagente: Ì†ΩÌ≥π #Decibel C√≥mo olvidar las presentaciones de Enrique Iglesias y Christina Aguilera en el #SuperBowl ‚Ä¶ https://t.co/UfKsF‚Ä¶",FALSE,0,NA,2017-02-17 09:36:31,FALSE,NA,"832524114447450112",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","GericsGizella",7,TRUE,FALSE,NA,NA
"2558","RT @AlbumsUSA: BEST #SuperBowl¬†#HalfTimeShow by a female artist

RT for #KatyPerry¬†in 2015
Like for #Beyonce in 2013 https://t.co/zR1pyibVIZ",FALSE,0,NA,2017-02-17 09:35:19,FALSE,NA,"832523813032181760",NA,"<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","KatyPer68374178",158,TRUE,FALSE,NA,NA
"2559","RT @sali_afnan: #SuperBowl
ÿµÿ®ÿßÿ≠ ÿßŸÑŸÜŸàÿ± ŸàÿßŸÑŸÅÿ±ÿ≠ https://t.co/AFljIZaMmC",FALSE,0,NA,2017-02-17 09:34:06,FALSE,NA,"832523506856366081",NA,"<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Mobile Web (M5)</a>","twiit69",1,TRUE,FALSE,NA,NA
